SG,4375,MAA,3144,TCR,\N,,0,DH8
SG,4375,MAA,3144,TRV,3153,,0,DH8
SG,4375,MAA,3144,VTZ,3066,,0,DH8
SG,4375,PNQ,3017,MAA,3144,,0,737
SG,4375,TCR,\N,MAA,3144,,0,DH8
SG,4375,TRV,3153,MAA,3144,,0,DH8
SG,4375,VTZ,3066,MAA,3144,,0,DH8
SQ,4435,MAA,3144,SIN,3316,,0,333
SQ,4435,SIN,3316,MAA,3144,,0,333
SV,4533,DMM,2064,MAA,3144,,0,333
SV,4533,JED,2072,MAA,3144,,0,333
SV,4533,MAA,3144,DMM,2064,,0,333
SV,4533,MAA,3144,JED,2072,,0,333
SV,4533,MAA,3144,RUH,2082,,0,333
SV,4533,RUH,2082,MAA,3144,,0,333
TG,4940,BKK,3885,MAA,3144,,0,333
TG,4940,MAA,3144,BKK,3885,,0,333
TR,4936,MAA,3144,SIN,3316,,0,320
TR,4936,SIN,3316,MAA,3144,,0,320
UL,4349,CMB,3024,MAA,3144,,0,332 320 343
UL,4349,MAA,3144,CMB,3024,,0,332 320 343
UL,4349,MAA,3144,HRI,8949,,0,320 343
UU,1191,BKK,3885,MAA,3144,,0,738
UU,1191,MAA,3144,BKK,3885,,0,738
UU,1191,MAA,3144,RUN,916,,0,738
UU,1191,RUN,916,MAA,3144,,0,738
WY,3778,MAA,3144,MCT,2194,,0,738
WY,3778,MCT,2194,MAA,3144,,0,738
